State,Region,Product,ds,y
Louisiana,Acadiana,Annuities,2012-07-01,0.0
Louisiana,Acadiana,Annuities,2012-10-01,0.0
Louisiana,Acadiana,Annuities,2013-01-01,0.0
Louisiana,Acadiana,Annuities,2013-04-01,0.94
Louisiana,Acadiana,Annuities,2013-07-01,0.0
Louisiana,Acadiana,Annuities,2013-10-01,0.0
Louisiana,Acadiana,Annuities,2014-01-01,0.0
Louisiana,Acadiana,Annuities,2014-04-01,0.0
Louisiana,Acadiana,Annuities,2014-07-01,0.0
Louisiana,Acadiana,Annuities,2014-10-01,0.0
Louisiana,Acadiana,Annuities,2015-01-01,0.0
Louisiana,Acadiana,Annuities,2015-04-01,0.0
Louisiana,Acadiana,Annuities,2015-07-01,0.0
Louisiana,Acadiana,Annuities,2015-10-01,0.0
Louisiana,Acadiana,Annuities,2016-01-01,0.0
Louisiana,Acadiana,Annuities,2016-04-01,0.0
Louisiana,Acadiana,Annuities,2016-07-01,0.0
Louisiana,Acadiana,Annuities,2016-10-01,0.9
Louisiana,Acadiana,Annuities,2017-01-01,0.0
Louisiana,Acadiana,Annuities,2017-04-01,0.0
Louisiana,Acadiana,Annuities,2017-07-01,0.0
Louisiana,Acadiana,Annuities,2017-10-01,0.0
Louisiana,Acadiana,Annuities,1998-01-01,3.77
Louisiana,Acadiana,Annuities,1998-04-01,0.0
Louisiana,Acadiana,Annuities,1998-07-01,0.0
Louisiana,Acadiana,Annuities,1998-10-01,0.0
Louisiana,Acadiana,Annuities,1999-01-01,1.64
Louisiana,Acadiana,Annuities,1999-04-01,7.24
Louisiana,Acadiana,Annuities,1999-07-01,0.0
Louisiana,Acadiana,Annuities,1999-10-01,5.07
Louisiana,Acadiana,Annuities,2000-01-01,1.41
Louisiana,Acadiana,Annuities,2000-04-01,5.96
Louisiana,Acadiana,Annuities,2000-07-01,0.89
Louisiana,Acadiana,Annuities,2000-10-01,2.97
Louisiana,Acadiana,Annuities,2001-01-01,6.64
Louisiana,Acadiana,Annuities,2001-04-01,0.52
Louisiana,Acadiana,Annuities,2001-07-01,0.0
Louisiana,Acadiana,Annuities,2001-10-01,0.76
Louisiana,Acadiana,Annuities,2002-01-01,1.74
Louisiana,Acadiana,Annuities,2002-04-01,0.0
Louisiana,Acadiana,Annuities,2002-07-01,2.25
Louisiana,Acadiana,Annuities,2002-10-01,0.0
Louisiana,Acadiana,Annuities,2003-01-01,2.41
Louisiana,Acadiana,Annuities,2003-04-01,1.02
Louisiana,Acadiana,Annuities,2003-07-01,2.99
Louisiana,Acadiana,Annuities,2003-10-01,1.59
Louisiana,Acadiana,Annuities,2004-01-01,3.55
Louisiana,Acadiana,Annuities,2004-04-01,7.83
Louisiana,Acadiana,Annuities,2004-07-01,0.0
Louisiana,Acadiana,Annuities,2004-10-01,2.64
Louisiana,Acadiana,Annuities,2005-01-01,4.24
Louisiana,Acadiana,Annuities,2005-04-01,2.05
Louisiana,Acadiana,Annuities,2005-07-01,1.0
Louisiana,Acadiana,Annuities,2005-10-01,2.73
Louisiana,Acadiana,Annuities,2006-01-01,8.34
Louisiana,Acadiana,Annuities,2006-04-01,2.04
Louisiana,Acadiana,Annuities,2006-07-01,5.85
Louisiana,Acadiana,Annuities,2006-10-01,2.08
Louisiana,Acadiana,Annuities,2007-01-01,1.9
Louisiana,Acadiana,Annuities,2007-04-01,4.42
Louisiana,Acadiana,Annuities,2007-07-01,2.15
Louisiana,Acadiana,Annuities,2007-10-01,1.51
Louisiana,Acadiana,Annuities,2008-01-01,0.63
Louisiana,Acadiana,Annuities,2008-04-01,6.27
Louisiana,Acadiana,Annuities,2008-07-01,3.47
Louisiana,Acadiana,Annuities,2008-10-01,4.86
Louisiana,Acadiana,Annuities,2009-01-01,7.26
Louisiana,Acadiana,Annuities,2009-04-01,3.22
Louisiana,Acadiana,Annuities,2009-07-01,3.03
Louisiana,Acadiana,Annuities,2009-10-01,5.93
Louisiana,Acadiana,Annuities,2010-01-01,6.71
Louisiana,Acadiana,Annuities,2010-04-01,1.93
Louisiana,Acadiana,Annuities,2010-07-01,3.24
Louisiana,Acadiana,Annuities,2010-10-01,1.14
Louisiana,Acadiana,Annuities,2011-01-01,2.64
Louisiana,Acadiana,Annuities,2011-04-01,7.02
Louisiana,Acadiana,Annuities,2011-07-01,0.54
Louisiana,Acadiana,Annuities,2011-10-01,2.82
Louisiana,Acadiana,Annuities,2012-01-01,1.1
Louisiana,Acadiana,Annuities,2012-04-01,0.95
Louisiana,Acadiana,Annuities,2012-07-01,0.81
Louisiana,Acadiana,Annuities,2012-10-01,6.43
Louisiana,Acadiana,Annuities,2013-01-01,1.27
Louisiana,Acadiana,Annuities,2013-04-01,2.43
Louisiana,Acadiana,Annuities,2013-07-01,0.0
Louisiana,Acadiana,Annuities,2013-10-01,2.63
Louisiana,Acadiana,Annuities,2014-01-01,0.0
Louisiana,Acadiana,Annuities,2014-04-01,3.42
Louisiana,Acadiana,Annuities,2014-07-01,0.0
Louisiana,Acadiana,Annuities,2014-10-01,7.29
Louisiana,Acadiana,Annuities,2015-01-01,0.7
Louisiana,Acadiana,Annuities,2015-04-01,7.29
Louisiana,Acadiana,Annuities,2015-07-01,4.45
Louisiana,Acadiana,Annuities,2015-10-01,2.53
Louisiana,Acadiana,Annuities,2016-01-01,5.58
Louisiana,Acadiana,Annuities,2016-04-01,3.01
Louisiana,Acadiana,Annuities,2016-07-01,0.46
Louisiana,Acadiana,Annuities,2016-10-01,3.56
Louisiana,Acadiana,Annuities,2017-01-01,0.48
Louisiana,Acadiana,Annuities,2017-04-01,0.0
Louisiana,Acadiana,Annuities,2017-07-01,1.63
Louisiana,Acadiana,Annuities,2017-10-01,0.0
Louisiana,North Louisiana,Term Life,1998-01-01,4.98
Louisiana,North Louisiana,Term Life,1998-04-01,14.13
Louisiana,North Louisiana,Term Life,1998-07-01,6.73
Louisiana,North Louisiana,Term Life,1998-10-01,7.13
Louisiana,North Louisiana,Term Life,1999-01-01,11.47
Louisiana,North Louisiana,Term Life,1999-04-01,22.13
Louisiana,North Louisiana,Term Life,1999-07-01,14.7
Louisiana,North Louisiana,Term Life,1999-10-01,18.33
Louisiana,North Louisiana,Term Life,2000-01-01,11.78
Louisiana,North Louisiana,Term Life,2000-04-01,19.93
Louisiana,North Louisiana,Term Life,2000-07-01,21.93
Louisiana,North Louisiana,Term Life,2000-10-01,5.88
Louisiana,North Louisiana,Term Life,2001-01-01,3.56
Louisiana,North Louisiana,Term Life,2001-04-01,14.96
Louisiana,North Louisiana,Term Life,2001-07-01,10.55
Louisiana,North Louisiana,Term Life,2001-10-01,27.19
Louisiana,North Louisiana,Term Life,2002-01-01,22.54
Louisiana,North Louisiana,Term Life,2002-04-01,44.96
Louisiana,North Louisiana,Term Life,2002-07-01,22.9
Louisiana,North Louisiana,Term Life,2002-10-01,25.41
Louisiana,North Louisiana,Term Life,2003-01-01,8.82
Louisiana,North Louisiana,Term Life,2003-04-01,10.06
Louisiana,North Louisiana,Term Life,2003-07-01,6.83
Louisiana,North Louisiana,Term Life,2003-10-01,14.27
Louisiana,North Louisiana,Term Life,2004-01-01,21.16
Louisiana,North Louisiana,Term Life,2004-04-01,16.83
Louisiana,North Louisiana,Term Life,2004-07-01,22.22
Louisiana,North Louisiana,Term Life,2004-10-01,5.86
Louisiana,North Louisiana,Term Life,2005-01-01,6.22
Louisiana,North Louisiana,Term Life,2005-04-01,18.82
Louisiana,North Louisiana,Term Life,2005-07-01,8.75
Louisiana,North Louisiana,Term Life,2005-10-01,16.0
Louisiana,North Louisiana,Term Life,2006-01-01,11.63
Louisiana,North Louisiana,Term Life,2006-04-01,11.1
Louisiana,North Louisiana,Term Life,2006-07-01,17.45
Louisiana,North Louisiana,Term Life,2006-10-01,38.13
Louisiana,North Louisiana,Term Life,2007-01-01,14.3
Louisiana,North Louisiana,Term Life,2007-04-01,11.76
Louisiana,North Louisiana,Term Life,2007-07-01,22.69
Louisiana,North Louisiana,Term Life,2007-10-01,15.69
Louisiana,North Louisiana,Term Life,2008-01-01,8.37
Louisiana,North Louisiana,Term Life,2008-04-01,18.69
Louisiana,North Louisiana,Term Life,2008-07-01,14.24
Louisiana,North Louisiana,Term Life,2008-10-01,13.48
Louisiana,North Louisiana,Term Life,2009-01-01,11.84
Louisiana,North Louisiana,Term Life,2009-04-01,8.96
Louisiana,North Louisiana,Term Life,2009-07-01,14.06
Louisiana,North Louisiana,Term Life,2009-10-01,5.65
Louisiana,North Louisiana,Term Life,2010-01-01,7.86
Louisiana,North Louisiana,Term Life,2010-04-01,12.82
Louisiana,North Louisiana,Term Life,2010-07-01,15.62
Louisiana,North Louisiana,Term Life,2010-10-01,12.22
Louisiana,North Louisiana,Term Life,2011-01-01,5.62
Louisiana,North Louisiana,Term Life,2011-04-01,11.75
Louisiana,North Louisiana,Term Life,2011-07-01,13.99
Louisiana,North Louisiana,Term Life,2011-10-01,15.44
Louisiana,North Louisiana,Term Life,2012-01-01,20.49
Louisiana,North Louisiana,Term Life,2012-04-01,10.65
Louisiana,North Louisiana,Term Life,2012-07-01,8.14
Louisiana,North Louisiana,Term Life,2012-10-01,16.39
Louisiana,North Louisiana,Term Life,2013-01-01,0.63
Louisiana,North Louisiana,Term Life,2013-04-01,17.58
Louisiana,North Louisiana,Term Life,2013-07-01,8.44
Louisiana,North Louisiana,Term Life,2013-10-01,20.07
Louisiana,North Louisiana,Term Life,2014-01-01,28.44
Louisiana,North Louisiana,Term Life,2014-04-01,14.68
Louisiana,North Louisiana,Term Life,2014-07-01,9.28
Louisiana,North Louisiana,Term Life,2014-10-01,39.61
Louisiana,North Louisiana,Term Life,2015-01-01,9.52
Louisiana,North Louisiana,Term Life,2015-04-01,11.38
Louisiana,North Louisiana,Term Life,2015-07-01,32.32
Louisiana,North Louisiana,Term Life,2015-10-01,35.42
Louisiana,North Louisiana,Term Life,2016-01-01,41.47
Louisiana,North Louisiana,Term Life,2016-04-01,18.55
Louisiana,North Louisiana,Term Life,2016-07-01,18.03
Louisiana,North Louisiana,Term Life,2016-10-01,11.65
Louisiana,North Louisiana,Term Life,2017-01-01,37.41
Louisiana,North Louisiana,Term Life,2017-04-01,57.92
Louisiana,North Louisiana,Term Life,2017-07-01,26.7
Louisiana,North Louisiana,Term Life,2017-10-01,9.4
Louisiana,North Louisiana,Whole Life,1998-01-01,5.7
Louisiana,North Louisiana,Whole Life,1998-04-01,14.69
Louisiana,North Louisiana,Whole Life,1998-07-01,57.83
Louisiana,North Louisiana,Whole Life,1998-10-01,7.89
Louisiana,North Louisiana,Whole Life,1999-01-01,6.45
Louisiana,North Louisiana,Whole Life,1999-04-01,28.28
Louisiana,North Louisiana,Whole Life,1999-07-01,58.67
Louisiana,North Louisiana,Whole Life,1999-10-01,14.02
Louisiana,North Louisiana,Whole Life,2000-01-01,21.71
Louisiana,North Louisiana,Whole Life,2000-04-01,40.29
Louisiana,North Louisiana,Whole Life,2000-07-01,37.17
Louisiana,North Louisiana,Whole Life,2000-10-01,18.73
Louisiana,North Louisiana,Whole Life,2001-01-01,11.81
Louisiana,North Louisiana,Whole Life,2001-04-01,50.14
Louisiana,North Louisiana,Whole Life,2001-07-01,56.21
Louisiana,North Louisiana,Whole Life,2001-10-01,12.94
Louisiana,North Louisiana,Whole Life,2002-01-01,8.66
Louisiana,North Louisiana,Whole Life,2002-04-01,41.41
Louisiana,North Louisiana,Whole Life,2002-07-01,53.33
Louisiana,North Louisiana,Whole Life,2002-10-01,24.04
Louisiana,North Louisiana,Whole Life,2003-01-01,8.02
Louisiana,North Louisiana,Whole Life,2003-04-01,18.73
Louisiana,North Louisiana,Whole Life,2003-07-01,54.26
Louisiana,North Louisiana,Whole Life,2003-10-01,14.64
Louisiana,North Louisiana,Whole Life,2004-01-01,6.38
Louisiana,North Louisiana,Whole Life,2004-04-01,20.39
Louisiana,North Louisiana,Whole Life,2004-07-01,84.97
Louisiana,North Louisiana,Whole Life,2004-10-01,9.81
Louisiana,North Louisiana,Whole Life,2005-01-01,11.84
Louisiana,North Louisiana,Whole Life,2005-04-01,41.46
Louisiana,North Louisiana,Whole Life,2005-07-01,50.01
Louisiana,North Louisiana,Whole Life,2005-10-01,11.78
Louisiana,North Louisiana,Whole Life,2006-01-01,13.51
Louisiana,North Louisiana,Whole Life,2006-04-01,30.44
Louisiana,North Louisiana,Whole Life,2006-07-01,54.03
Louisiana,North Louisiana,Whole Life,2006-10-01,16.71
Louisiana,North Louisiana,Whole Life,2007-01-01,11.25
Louisiana,North Louisiana,Whole Life,2007-04-01,23.89
Louisiana,North Louisiana,Whole Life,2007-07-01,51.84
Louisiana,North Louisiana,Whole Life,2007-10-01,13.0
Louisiana,North Louisiana,Whole Life,2008-01-01,12.66
Louisiana,North Louisiana,Whole Life,2008-04-01,32.0
Louisiana,North Louisiana,Whole Life,2008-07-01,59.22
Louisiana,North Louisiana,Whole Life,2008-10-01,9.4
Louisiana,North Louisiana,Whole Life,2009-01-01,10.03
Louisiana,North Louisiana,Whole Life,2009-04-01,27.42
Louisiana,North Louisiana,Whole Life,2009-07-01,35.94
Louisiana,North Louisiana,Whole Life,2009-10-01,12.38
Louisiana,North Louisiana,Whole Life,2010-01-01,7.5
Louisiana,North Louisiana,Whole Life,2010-04-01,39.55
Louisiana,North Louisiana,Whole Life,2010-07-01,56.57
Louisiana,North Louisiana,Whole Life,2010-10-01,18.39
Louisiana,North Louisiana,Whole Life,2011-01-01,3.29
Louisiana,North Louisiana,Whole Life,2011-04-01,27.53
Louisiana,North Louisiana,Whole Life,2011-07-01,60.0
Louisiana,North Louisiana,Whole Life,2011-10-01,17.67
Louisiana,North Louisiana,Whole Life,2012-01-01,8.66
Louisiana,North Louisiana,Whole Life,2012-04-01,32.52
Louisiana,North Louisiana,Whole Life,2012-07-01,44.49
Louisiana,North Louisiana,Whole Life,2012-10-01,23.53
Louisiana,North Louisiana,Whole Life,2013-01-01,4.23
Louisiana,North Louisiana,Whole Life,2013-04-01,20.32
Louisiana,North Louisiana,Whole Life,2013-07-01,34.3
Louisiana,North Louisiana,Whole Life,2013-10-01,11.35
Louisiana,North Louisiana,Whole Life,2014-01-01,1.51
Louisiana,North Louisiana,Whole Life,2014-04-01,52.01
Louisiana,North Louisiana,Whole Life,2014-07-01,54.55
Louisiana,North Louisiana,Whole Life,2014-10-01,4.95
Louisiana,North Louisiana,Whole Life,2015-01-01,8.4
Louisiana,North Louisiana,Whole Life,2015-04-01,29.31
Louisiana,North Louisiana,Whole Life,2015-07-01,66.97
Louisiana,North Louisiana,Whole Life,2015-10-01,17.51
Louisiana,North Louisiana,Whole Life,2016-01-01,12.67
Louisiana,North Louisiana,Whole Life,2016-04-01,29.15
Louisiana,North Louisiana,Whole Life,2016-07-01,70.7
Louisiana,North Louisiana,Whole Life,2016-10-01,16.21
Louisiana,North Louisiana,Whole Life,2017-01-01,9.85
Louisiana,North Louisiana,Whole Life,2017-04-01,41.36
Louisiana,North Louisiana,Whole Life,2017-07-01,49.67
Louisiana,North Louisiana,Whole Life,2017-10-01,12.26
Louisiana,North Louisiana,Annuities,1998-01-01,2.69
Louisiana,North Louisiana,Annuities,1998-04-01,1.92
Louisiana,North Louisiana,Annuities,1998-07-01,6.71
Louisiana,North Louisiana,Annuities,1998-10-01,0.0
Louisiana,North Louisiana,Annuities,1999-01-01,1.67
Louisiana,North Louisiana,Annuities,1999-04-01,1.93
Louisiana,North Louisiana,Annuities,1999-07-01,2.28
Louisiana,North Louisiana,Annuities,1999-10-01,1.49
Louisiana,North Louisiana,Annuities,2000-01-01,0.0
Louisiana,North Louisiana,Annuities,2000-04-01,1.84
Louisiana,North Louisiana,Annuities,2000-07-01,0.0
Louisiana,North Louisiana,Annuities,2000-10-01,0.64
Louisiana,North Louisiana,Annuities,2001-01-01,0.36
Louisiana,North Louisiana,Annuities,2001-04-01,2.96
Louisiana,North Louisiana,Annuities,2001-07-01,1.66
Louisiana,North Louisiana,Annuities,2001-10-01,10.85
Louisiana,North Louisiana,Annuities,2002-01-01,0.0
Louisiana,North Louisiana,Annuities,2002-04-01,0.91
Louisiana,North Louisiana,Annuities,2002-07-01,2.37
Louisiana,North Louisiana,Annuities,2002-10-01,4.73
Louisiana,North Louisiana,Annuities,2003-01-01,0.62
Louisiana,North Louisiana,Annuities,2003-04-01,2.07
Louisiana,North Louisiana,Annuities,2003-07-01,3.95
Louisiana,North Louisiana,Annuities,2003-10-01,0.0
Louisiana,North Louisiana,Annuities,2004-01-01,0.9
Louisiana,North Louisiana,Annuities,2004-04-01,1.5
Louisiana,North Louisiana,Annuities,2004-07-01,0.0
Louisiana,North Louisiana,Annuities,2004-10-01,0.64
Louisiana,North Louisiana,Annuities,2005-01-01,0.39
Louisiana,North Louisiana,Annuities,2005-04-01,0.65
Louisiana,North Louisiana,Annuities,2005-07-01,6.13
Louisiana,North Louisiana,Annuities,2005-10-01,1.1
Louisiana,North Louisiana,Annuities,2006-01-01,1.02
Louisiana,North Louisiana,Annuities,2006-04-01,1.48
Louisiana,North Louisiana,Annuities,2006-07-01,0.93
Louisiana,North Louisiana,Annuities,2006-10-01,2.1
Louisiana,North Louisiana,Annuities,2007-01-01,3.53
Louisiana,North Louisiana,Annuities,2007-04-01,0.0
Louisiana,North Louisiana,Annuities,2007-07-01,1.36
Louisiana,North Louisiana,Annuities,2007-10-01,1.07
Louisiana,North Louisiana,Annuities,2008-01-01,4.45
Louisiana,North Louisiana,Annuities,2008-04-01,1.46
Louisiana,North Louisiana,Annuities,2008-07-01,0.0
Louisiana,North Louisiana,Annuities,2008-10-01,1.32
Louisiana,North Louisiana,Annuities,2009-01-01,0.0
Louisiana,North Louisiana,Annuities,2009-04-01,0.77
Louisiana,North Louisiana,Annuities,2009-07-01,0.0
Louisiana,North Louisiana,Annuities,2009-10-01,0.93
Louisiana,North Louisiana,Annuities,2010-01-01,0.45
Louisiana,North Louisiana,Annuities,2010-04-01,0.0
Louisiana,North Louisiana,Annuities,2010-07-01,9.16
Louisiana,North Louisiana,Annuities,2010-10-01,1.58
Louisiana,North Louisiana,Annuities,2011-01-01,0.47
Louisiana,North Louisiana,Annuities,2011-04-01,0.0
Louisiana,North Louisiana,Annuities,2011-07-01,6.58
Louisiana,North Louisiana,Annuities,2011-10-01,0.32
Louisiana,North Louisiana,Annuities,2012-01-01,0.54
Louisiana,North Louisiana,Annuities,2012-04-01,0.0
Louisiana,North Louisiana,Annuities,2012-07-01,0.0
Louisiana,North Louisiana,Annuities,2012-10-01,1.51
Louisiana,North Louisiana,Annuities,2013-01-01,0.44
Louisiana,North Louisiana,Annuities,2013-04-01,1.99
Louisiana,North Louisiana,Annuities,2013-07-01,0.85
Louisiana,North Louisiana,Annuities,2013-10-01,0.0
Louisiana,North Louisiana,Annuities,2014-01-01,0.0
Louisiana,North Louisiana,Annuities,2014-04-01,0.0
Louisiana,North Louisiana,Annuities,2014-07-01,13.99
Louisiana,North Louisiana,Annuities,2014-10-01,3.39
Louisiana,North Louisiana,Annuities,2015-01-01,3.91
Louisiana,North Louisiana,Annuities,2015-04-01,0.29
Louisiana,North Louisiana,Annuities,2015-07-01,3.37
Louisiana,North Louisiana,Annuities,2015-10-01,0.27
Louisiana,North Louisiana,Annuities,2016-01-01,6.88
Louisiana,North Louisiana,Annuities,2016-04-01,1.58
Louisiana,North Louisiana,Annuities,2016-07-01,0.8
Louisiana,North Louisiana,Annuities,2016-10-01,0.56
Louisiana,North Louisiana,Annuities,2017-01-01,0.48
Louisiana,North Louisiana,Annuities,2017-04-01,0.0
Louisiana,North Louisiana,Annuities,2017-07-01,0.0
Louisiana,North Louisiana,Annuities,2017-10-01,9.68
Louisiana,North Louisiana,Annuities,1998-01-01,3.41
Louisiana,North Louisiana,Annuities,1998-04-01,10.07
Louisiana,North Louisiana,Annuities,1998-07-01,10.71
Louisiana,North Louisiana,Annuities,1998-10-01,0.33
Louisiana,North Louisiana,Annuities,1999-01-01,5.72
Louisiana,North Louisiana,Annuities,1999-04-01,10.82
Louisiana,North Louisiana,Annuities,1999-07-01,3.74
Louisiana,North Louisiana,Annuities,1999-10-01,1.42
Louisiana,North Louisiana,Annuities,2000-01-01,3.54
Louisiana,North Louisiana,Annuities,2000-04-01,2.72
Louisiana,North Louisiana,Annuities,2000-07-01,4.15
Louisiana,North Louisiana,Annuities,2000-10-01,3.11
Louisiana,North Louisiana,Annuities,2001-01-01,2.92
Louisiana,North Louisiana,Annuities,2001-04-01,18.49
Louisiana,North Louisiana,Annuities,2001-07-01,6.28
Louisiana,North Louisiana,Annuities,2001-10-01,7.02
Louisiana,North Louisiana,Annuities,2002-01-01,4.16
Louisiana,North Louisiana,Annuities,2002-04-01,1.42
Louisiana,North Louisiana,Annuities,2002-07-01,9.23
Louisiana,North Louisiana,Annuities,2002-10-01,5.91
Louisiana,North Louisiana,Annuities,2003-01-01,8.5
Louisiana,North Louisiana,Annuities,2003-04-01,1.01
Louisiana,North Louisiana,Annuities,2003-07-01,15.16
Louisiana,North Louisiana,Annuities,2003-10-01,3.68
Louisiana,North Louisiana,Annuities,2004-01-01,7.14
Louisiana,North Louisiana,Annuities,2004-04-01,4.79
Louisiana,North Louisiana,Annuities,2004-07-01,2.68
Louisiana,North Louisiana,Annuities,2004-10-01,0.75
Louisiana,North Louisiana,Annuities,2005-01-01,2.23
Louisiana,North Louisiana,Annuities,2005-04-01,13.22
Louisiana,North Louisiana,Annuities,2005-07-01,11.48
Louisiana,North Louisiana,Annuities,2005-10-01,3.71
Louisiana,North Louisiana,Annuities,2006-01-01,12.56
Louisiana,North Louisiana,Annuities,2006-04-01,3.76
Louisiana,North Louisiana,Annuities,2006-07-01,5.87
Louisiana,North Louisiana,Annuities,2006-10-01,7.56
Louisiana,North Louisiana,Annuities,2007-01-01,3.52
Louisiana,North Louisiana,Annuities,2007-04-01,7.48
Louisiana,North Louisiana,Annuities,2007-07-01,4.53
Louisiana,North Louisiana,Annuities,2007-10-01,5.52
Louisiana,North Louisiana,Annuities,2008-01-01,3.57
Louisiana,North Louisiana,Annuities,2008-04-01,5.42
Louisiana,North Louisiana,Annuities,2008-07-01,13.91
Louisiana,North Louisiana,Annuities,2008-10-01,0.97
Louisiana,North Louisiana,Annuities,2009-01-01,2.87
Louisiana,North Louisiana,Annuities,2009-04-01,5.33
Louisiana,North Louisiana,Annuities,2009-07-01,3.37
Louisiana,North Louisiana,Annuities,2009-10-01,3.15
Louisiana,North Louisiana,Annuities,2010-01-01,1.98
Louisiana,North Louisiana,Annuities,2010-04-01,3.41
Louisiana,North Louisiana,Annuities,2010-07-01,7.62
Louisiana,North Louisiana,Annuities,2010-10-01,0.44
Louisiana,North Louisiana,Annuities,2011-01-01,2.68
Louisiana,North Louisiana,Annuities,2011-04-01,2.08
Louisiana,North Louisiana,Annuities,2011-07-01,7.3
Louisiana,North Louisiana,Annuities,2011-10-01,3.84
Louisiana,North Louisiana,Annuities,2012-01-01,1.34
Louisiana,North Louisiana,Annuities,2012-04-01,5.8
Louisiana,North Louisiana,Annuities,2012-07-01,5.74
Louisiana,North Louisiana,Annuities,2012-10-01,11.78
Louisiana,North Louisiana,Annuities,2013-01-01,0.0
Louisiana,North Louisiana,Annuities,2013-04-01,2.97
Louisiana,North Louisiana,Annuities,2013-07-01,4.23
Louisiana,North Louisiana,Annuities,2013-10-01,5.89
Louisiana,North Louisiana,Annuities,2014-01-01,4.82
Louisiana,North Louisiana,Annuities,2014-04-01,39.04
Louisiana,North Louisiana,Annuities,2014-07-01,3.16
Louisiana,North Louisiana,Annuities,2014-10-01,6.73
Louisiana,North Louisiana,Annuities,2015-01-01,3.85
Louisiana,North Louisiana,Annuities,2015-04-01,2.91
Louisiana,North Louisiana,Annuities,2015-07-01,34.86
Louisiana,North Louisiana,Annuities,2015-10-01,6.92
Louisiana,North Louisiana,Annuities,2016-01-01,6.17
Louisiana,North Louisiana,Annuities,2016-04-01,19.34
Louisiana,North Louisiana,Annuities,2016-07-01,2.8
Louisiana,North Louisiana,Annuities,2016-10-01,22.04
Louisiana,North Louisiana,Annuities,2017-01-01,2.0
Louisiana,North Louisiana,Annuities,2017-04-01,4.82
Louisiana,North Louisiana,Annuities,2017-07-01,12.16
Louisiana,North Louisiana,Annuities,2017-10-01,8.93
Louisiana,North Lake,Term Life,1998-01-01,9.78
Louisiana,North Lake,Term Life,1998-04-01,42.6
Louisiana,North Lake,Term Life,1998-07-01,28.59
Louisiana,North Lake,Term Life,1998-10-01,26.95
Louisiana,North Lake,Term Life,1999-01-01,2.92
Louisiana,North Lake,Term Life,1999-04-01,20.24
Louisiana,North Lake,Term Life,1999-07-01,4.32
Louisiana,North Lake,Term Life,1999-10-01,1.91
Louisiana,North Lake,Term Life,2000-01-01,6.86
Louisiana,North Lake,Term Life,2000-04-01,2.03
Louisiana,North Lake,Term Life,2000-07-01,12.59
Louisiana,North Lake,Term Life,2000-10-01,9.26
Louisiana,North Lake,Term Life,2001-01-01,7.17
Louisiana,North Lake,Term Life,2001-04-01,15.7
Louisiana,North Lake,Term Life,2001-07-01,40.68
Louisiana,North Lake,Term Life,2001-10-01,12.08
Louisiana,North Lake,Term Life,2002-01-01,8.33
Louisiana,North Lake,Term Life,2002-04-01,16.71
Louisiana,North Lake,Term Life,2002-07-01,1.89
Louisiana,North Lake,Term Life,2002-10-01,10.0
Louisiana,North Lake,Term Life,2003-01-01,11.3
Louisiana,North Lake,Term Life,2003-04-01,7.7
Louisiana,North Lake,Term Life,2003-07-01,4.28
Louisiana,North Lake,Term Life,2003-10-01,20.88
Louisiana,North Lake,Term Life,2004-01-01,13.63
Louisiana,North Lake,Term Life,2004-04-01,20.95
Louisiana,North Lake,Term Life,2004-07-01,37.72
Louisiana,North Lake,Term Life,2004-10-01,9.72
Louisiana,North Lake,Term Life,2005-01-01,0.0
Louisiana,North Lake,Term Life,2005-04-01,23.08
Louisiana,North Lake,Term Life,2005-07-01,3.83
Louisiana,North Lake,Term Life,2005-10-01,13.83
Louisiana,North Lake,Term Life,2006-01-01,3.62
Louisiana,North Lake,Term Life,2006-04-01,13.17
Louisiana,North Lake,Term Life,2006-07-01,20.08
Louisiana,North Lake,Term Life,2006-10-01,17.62
Louisiana,North Lake,Term Life,2007-01-01,7.97
Louisiana,North Lake,Term Life,2007-04-01,2.55
Louisiana,North Lake,Term Life,2007-07-01,15.66
Louisiana,North Lake,Term Life,2007-10-01,11.67
Louisiana,North Lake,Term Life,2008-01-01,1.86
Louisiana,North Lake,Term Life,2008-04-01,3.22
Louisiana,North Lake,Term Life,2008-07-01,24.83
Louisiana,North Lake,Term Life,2008-10-01,14.78
Louisiana,North Lake,Term Life,2009-01-01,3.77
Louisiana,North Lake,Term Life,2009-04-01,7.22
Louisiana,North Lake,Term Life,2009-07-01,0.76
Louisiana,North Lake,Term Life,2009-10-01,14.59
Louisiana,North Lake,Term Life,2010-01-01,20.75
Louisiana,North Lake,Term Life,2010-04-01,23.57
Louisiana,North Lake,Term Life,2010-07-01,9.87
Louisiana,North Lake,Term Life,2010-10-01,13.59
Louisiana,North Lake,Term Life,2011-01-01,5.18
Louisiana,North Lake,Term Life,2011-04-01,5.27
Louisiana,North Lake,Term Life,2011-07-01,9.46
Louisiana,North Lake,Term Life,2011-10-01,7.11
Louisiana,North Lake,Term Life,2012-01-01,17.53
Louisiana,North Lake,Term Life,2012-04-01,9.73
Louisiana,North Lake,Term Life,2012-07-01,17.04
Louisiana,North Lake,Term Life,2012-10-01,14.39
Louisiana,North Lake,Term Life,2013-01-01,12.2
Louisiana,North Lake,Term Life,2013-04-01,7.44
Louisiana,North Lake,Term Life,2013-07-01,13.1
Louisiana,North Lake,Term Life,2013-10-01,15.78
Louisiana,North Lake,Term Life,2014-01-01,10.86
